Pressure (atm),Temperature (K),P1_SymmetryFactor_1_P1->P2,W2_Energy_1_P1->P2,B4_Energy_1_P1->P2,W1_Frequencies_1_P1->P2,P2_SymmetryFactor_1_P1->P2,B5_ImaginaryFrequency_1_P1->P2,W1_Energy_1_P1->P2,B4_ImaginaryFrequency_1_P1->P2,B5_Frequencies_1_P1->P2,P2_Energy_1_P1->P2,B4_Frequencies_1_P1->P2,P2_Frequencies_1_P1->P2,B4_SymmetryFactor_1_P1->P2,P1_Frequencies_1_P1->P2,W1_SymmetryFactor_1_P1->P2,B5_SymmetryFactor_1_P1->P2,B5_Energy_1_P1->P2,W2_Frequencies_1_P1->P2,W2_SymmetryFactor_1_P1->P2,P1_Energy_1_P1->P2
1.0,560.0,0.9999955456548595,0.0,-0.8982122608933649,0.0,0.0,-0.010435017330930644,0.0,1.252381530806357,-0.017767078286411987,0.0,-2.1446623039157515,0.0,-0.9951973783749196,0.9275926090516161,0.0,-0.004447845547179957,-0.0004004661617291173,0.0,0.0,0.8986044325993929
1.0,570.0,0.9999953135172294,0.0,-0.8824684578589158,0.0,0.0,-0.0074223397391586475,0.0,1.228362313428677,-0.01741814500229435,0.0,-2.1714628744650746,0.0,-0.9953059337494474,0.948087619632068,0.0,-0.004349875608661481,-0.00037986747171325953,0.0,0.0,0.8828390513024562
1.0,580.0,0.999995093914031,0.0,-0.8672742918601116,0.0,0.0,-0.00438858090518628,0.0,1.2067394531778683,-0.016809860045797497,0.0,-2.19814060801396,0.0,-0.9954848276091234,0.9683848610635793,0.0,-0.004186827369378297,-0.0003532432578516466,0.0,0.0,0.8676173056219144
1.0,590.0,0.9999948871322303,0.0,-0.8526015346397997,0.0,0.0,-0.0013665270433957002,0.0,1.1869908667913132,-0.015961708877149556,0.0,-2.224682522113263,0.0,-0.9957286441512372,0.9884860240984548,0.0,-0.003963691592004379,-0.00032117521437949743,0.0,0.0,0.8529115541418383
1.0,600.0,0.9999946933131563,0.0,-0.8384238035811381,0.0,0.0,0.0016159530386178694,0.0,1.1686873346850708,-0.014893542032080966,0.0,-2.251074478759991,0.0,-0.9960318804570254,1.008392778720906,0.0,-0.003685541684111773,-0.00028424272130256334,0.0,0.0,0.838695998083032
1.0,610.0,0.9999945124747889,0.0,-0.8247164180580959,0.0,0.0,0.004535429949699143,0.0,1.1514774230416938,-0.01362524824055959,0.0,-2.2773016816194662,0.0,-0.996389034777991,1.0281067722969262,0.0,-0.0033574519059201492,-0.00024301540947231455,0.0,0.0,0.8249465302772931
1.0,620.0,0.9999943445315999,0.0,-0.8114562687333806,0.0,0.0,0.007372452855269106,0.0,1.1350748063702356,-0.012176493814967488,0.0,-2.3033490779428587,0.0,-0.9967946767460961,1.0476296294723548,0.0,-0.002984432294550163,-0.0001980473959234751,0.0,0.0,0.8116405987566403
1.0,630.0,0.9999941893120917,0.0,-0.7986216984534108,0.0,0.0,0.010111113142231008,0.0,1.1192476050124935,-0.010566518030555725,0.0,-2.329201679629969,0.0,-0.9972435023272159,1.0669629532724982,0.0,-0.0025713777002582174,-0.00014987291624916137,0.0,0.0,0.7987570833335491
1.0,640.0,0.9999940465742031,0.0,-0.7861923935558792,0.0,0.0,0.012738637028359067,0.0,1.1038094150693536,-0.00881397553391169,0.0,-2.3548448160810977,0.0,-0.9977303759746078,1.0861083269847178,0.0,-0.0021230286646790678,-9.900311774166967e-05,0.0,0.0,0.7862761837512684
1.0,650.0,0.9999939160187674,0.0,-0.7741492845468684,0.0,0.0,0.015245009373831794,0.0,1.0886117607695507,-0.0069368180171723096,0.0,-2.380264329819601,0.0,-0.9982503621077441,1.1050673165072171,0.0,-0.0016439421769564528,-4.5923810382760904e-05,0.0,0.0,0.7741793181581832
1.0,660.0,0.9999937973012051,0.0,-0.7624744552257666,0.0,0.0,0.017622629406985366,0.0,1.0735377431405893,-0.0049522084781580015,0.0,-2.405446724363297,0.0,-0.9987987477438366,1.1238414729277841,0.0,-0.0011384706187555801,8.905997543582722e-06,0.0,0.0,0.7624490308112554
1.0,670.0,0.9999936900416323,0.0,-0.7511510594407764,0.0,0.0,0.019865997995614077,0.0,1.0584966954250012,-0.002876462349180285,0.0,-2.4303792724810482,0.0,-0.999371057844701,1.1424323351595307,0.0,-0.0006107474535611974,6.505492630499032e-05,0.0,0.0,0.7510689080443121
1.0,680.0,0.9999935938335542,0.0,-0.7401632447484068,0.0,0.0,0.021971435362472706,0.0,1.043419686229293,-0.0007250106248509464,0.0,-2.4550500917854388,0.0,-0.9999630647087836,1.160841432510091,0.0,-6.467843069103994e-05,0.00012211953831880746,0.0,0.0,0.7400235016504103
1.0,690.0,0.9999935082513057,0.0,-0.7294960823291846,0.0,0.0,0.023936827669473297,0.0,1.0282557369111076,0.0014876191403813321,0.0,-2.4794481935738935,0.0,-1.0005707925349976,1.1790702870990477,0.0,0.000496062737854324,0.00017972424300627835,0.0,0.0,0.7292982589261447
1.0,700.0,0.9999934328563821,0.0,-0.7191355025807377,0.0,0.0,0.02576140061103988,0.0,1.0129686410436132,0.0037478074516758427,0.0,-2.5035635099268077,0.0,-1.0011905181088359,1.1971204160677749,0.0,0.0010680351068081738,0.00023752088038988135,0.0,0.0,0.718879458711726
1.0,800.0,0.9999931420687883,0.0,-0.6298049421323817,0.0,0.0,0.036708481646269366,0.0,0.8516559795919868,0.026583777871057156,0.0,-2.7275930055113498,0.0,-1.0073987625425807,1.368125183577534,0.0,0.006805451171692136,0.0007673130197287762,0.0,0.0,0.629017652722399
1.0,900.0,0.9999934185814091,0.0,-0.5602417280190969,0.0,0.0,0.0372486195697881,0.0,0.6833084021226251,0.04501414391045276,0.0,-2.9184071604714936,0.0,-1.012319442130024,1.5229344876741784,0.0,0.01136466459088736,0.0010991208145681973,0.0,0.0,0.559125669162195
1.0,1000.0,0.999993969798267,0.0,-0.5044006077666663,0.0,0.0,0.03177684005521873,0.0,0.5235579746846263,0.05599308397145344,0.0,-3.077021565638916,0.0,-1.0151423101482162,1.66309314356335,0.0,0.013993601889467007,0.0011776372720980048,0.0,0.0,0.5032124863247532
1.0,1100.0,0.9999946199208245,0.0,-0.458484462708375,0.0,0.0,0.02359614979471253,0.0,0.38206390455073164,0.05927168401641548,0.0,-3.2070591778965243,0.0,-1.0158195898833198,1.7901206068673803,0.0,0.014645231280933512,0.0010171931712925377,0.0,0.0,0.4574656276840435
1.0,1200.0,0.9999952727779599,0.0,-0.4199916448493718,0.0,0.0,0.014755588758738595,0.0,0.2623591123145863,0.05574619152861017,0.0,-3.3128372554602152,0.0,-1.0146120338853035,1.905453231303546,0.0,0.013558345630097801,0.0006569583944887354,0.0,0.0,0.41934345132142903
1.0,1300.0,0.999995880071121,0.0,-0.3872066416128853,0.0,0.0,0.006394906110069652,0.0,0.16436247173505247,0.046649335908902675,0.0,-3.3984862497785393,0.0,-1.0118680926306707,2.010407002186945,0.0,0.0110534097082837,0.00014039120942932657,0.0,0.0,0.3870863702420406
1.0,1400.0,0.9999964206871451,0.0,-0.3589126100587449,0.0,0.0,-0.0009209123842253994,0.0,0.08626090878738536,0.033197311936740394,0.0,-3.467623982971262,0.0,-1.0079282883860996,2.1061622833439326,0.0,0.007444042981072778,-0.0004929574627054378,0.0,0.0,0.35943754607175704
1.0,1500.0,0.9999968883459741,0.0,-0.3342213090657383,0.0,0.0,-0.006966166630696788,0.0,0.02559465706007598,0.01645717420501269,0.0,-3.523287972174675,0.0,-1.0030898415873992,2.193763611759973,0.0,0.003004196568443889,-0.0012099680733075166,0.0,0.0,0.3354753044922541
1.0,1600.0,0.99999728449765,0.0,-0.3124682674873142,0.0,0.0,-0.011705263806742828,0.0,-0.020184268487964556,-0.0026861288009629824,0.0,-3.5679744020582054,0.0,-0.9975983688110241,2.2741279034895654,0.0,-0.002039621863281466,-0.0019840786277132367,0.0,0.0,0.31450839494837407
1.0,1700.0,0.9999976143255732,0.0,-0.29314580173631904,0.0,0.0,-0.015202766007292132,0.0,-0.05345262560987216,-0.02352119201974701,0.0,-3.603712864178062,0.0,-0.9916507555312642,2.3480565274662335,0.0,-0.007505768064767344,-0.002794520950860783,0.0,0.0,0.29600821777189223
1.0,1800.0,0.999997884541244,0.0,-0.2758588470750942,0.0,0.0,-0.017570807099670075,0.0,-0.07631474387624565,-0.045486905141796374,0.0,-3.632145937876742,0.0,-0.9854018968016941,2.416248537390484,0.0,-0.01325128478430019,-0.0036253275138670854,0.0,0.0,0.2795636425154591
1.0,1900.0,0.9999981021996563,0.0,-0.26029501249067594,0.0,0.0,-0.018939204228174883,0.0,-0.09058061186708975,-0.06814634620209124,0.0,-3.654601476150774,0.0,-0.9789721084179345,2.4793135947819565,0.0,-0.019165089807487372,-0.004464377346052243,0.0,0.0,0.2648500943820186
1.0,2000.0,0.9999982740913481,0.0,-0.2462037739132054,0.0,0.0,-0.01943906575909872,0.0,-0.09778094890791326,-0.09116260936192898,0.0,-3.672153923112463,0.0,-0.9724539289988233,2.537783873709615,0.0,-0.025161715623301318,-0.0053025737919776125,0.0,0.0,0.25160791487420914
1.0,2100.0,0.999998406457037,0.0,-0.23338169803261405,0.0,0.0,-0.019194304465962146,0.0,-0.09919731454416919,-0.11427815172568574,0.0,-3.6856745768273047,0.0,-0.9659179028377316,2.5921246702683733,0.0,-0.03117598315176895,-0.006133171521197593,0.0,0.0,0.23962690522209548
1.0,2200.0,0.9999985048798004,0.0,-0.22166174242179343,0.0,0.0,-0.018317708624461953,0.0,-0.09589627468950498,-0.13729784999696695,0.0,-3.695872056241491,0.0,-0.9594173081394562,2.642743673078672,0.0,-0.0371586446302818,-0.006951240633014445,0.0,0.0,0.22873508531526351
1.0,2300.0,0.99999857427219,0.0,-0.21090537097894985,0.0,0.0,-0.016909584740647736,0.0,-0.08876243589455121,-0.16007540862296588,0.0,-3.7033245819734426,0.0,-0.9529919405343031,2.6899989678269525,0.0,-0.04307289576865024,-0.007753246443410551,0.0,0.0,0.21879038514070523
1.0,2400.0,0.9999986189114531,0.0,-0.20099665190942403,0.0,0.0,-0.015057801782140574,0.0,-0.07852815963927756,-0.18250259491333284,0.0,-3.7085056202616316,0.0,-0.9466711036602307,2.73420590002776,0.0,-0.04889161804830141,-0.008536722834958663,0.0,0.0,0.20967441339888063
1.0,2500.0,0.9999986424965737,0.0,-0.19183777655107145,0.0,0.0,-0.012838553612834777,0.0,-0.06579927959857398,-0.20450077487088297,0.0,-3.711804232980236,0.0,-0.9404759565807383,2.7756429358113683,0.0,-0.054595213555228846,-0.009300019551757792,0.0,0.0,0.2012877216786247
1.0,2600.0,0.9999986482126513,0.0,-0.18334561286118792,0.0,0.0,-0.010317445893967004,0.0,-0.05107686956582412,-0.2260142843180579,0.0,-3.7135412407144823,0.0,-0.9344213494172152,2.814556657892457,0.0,-0.060169911485867714,-0.010042107181725475,0.0,0.0,0.193546161533816
1.0,2700.0,0.999998638794918,0.0,-0.17544902337516322,0.0,0.0,-0.007550685459947929,0.0,-0.034775425211902855,-0.24700524739924415,0.0,-3.713982087338745,0.0,-0.9285172561625722,2.8511660226528117,0.0,-0.06560644600887262,-0.01076242682147577,0.0,0.0,0.18637805111224243
1.0,2800.0,0.9999986165885473,0.0,-0.168086755556079,0.0,0.0,-0.004586251581881835,0.0,-0.017237930373280953,-0.26744952925574395,0.0,-3.7133471087510657,0.0,-0.9227698923604778,2.885665989773719,0.0,-0.07089902471816738,-0.011460774223972445,0.0,0.0,0.17972194894531174
1.0,2900.0,0.9999985836025964,0.0,-0.16120576596750813,0.0,0.0,-0.0014649879236012767,0.0,0.0012517151737833686,-0.28733357453172437,0.0,-3.711819757151934,0.0,-0.9171825870030719,2.918230620866088,0.0,-0.07604452377353654,-0.012137210517729764,0.0,0.0,0.17352488834019775
1.0,3000.0,0.9999985415576148,0.0,-0.15475987695003637,0.0,0.0,0.0017784117017816267,0.0,0.020458468546358997,-0.3066519368408949,0.0,-3.709553211973043,0.0,-0.9117564629607925,2.9490157294372987,0.0,-0.08104185966788975,-0.012791993398658464,0.0,0.0,0.16774096489883952
1.0,3100.0,0.9999984919270875,0.0,-0.1487086907911803,0.0,0.0,0.005114531318706231,0.0,0.04018773494842729,-0.3254053471678968,0.0,-3.7066757141732873,0.0,-0.906490968248047,2.978161151891211,0.0,-0.08589149862041444,-0.013425524106693355,0.0,0.0,0.16233019742426005
1.0,3200.0,0.9999984359731907,0.0,-0.1430167052141645,0.0,0.0,0.008518471588731745,0.0,0.060278453070316235,-0.34359920294671625,0.0,-3.7032948870783335,0.0,-0.9013842909863148,3.0057926982520704,0.0,-0.09059507329349911,-0.014038306587373364,0.0,0.0,0.1572576024098485
1.0,3300.0,0.99999837477746,0.0,-0.13765258766652239,0.0,0.0,0.011969191235946895,0.0,0.08059740456519293,-0.3612423859195428,0.0,-3.6995012498366315,0.0,-0.8964336835698139,3.0320238318916712,0.0,-0.0951550833105379,-0.014630916073121562,0.0,0.0,0.15249243680549093
1.0,3400.0,0.9999983092669988,0.0,-0.13258857590540588,0.0,0.0,0.015448940676551365,0.0,0.10103452490961388,-0.3783463373481459,0.0,-3.695371085268154,0.0,-0.8916357158359843,3.056957119581599,0.0,-0.09957466130837957,-0.015203974957570794,0.0,0.0,0.1480075744148384
1.0,3500.0,0.9999982402368267,0.0,-0.12779997980300606,0.0,0.0,0.018942776900217295,0.0,0.12149903326849867,-0.394924335001073,0.0,-3.6909687894986654,0.0,-0.8869864726327307,3.0806854865117224,0.0,-0.10385739032426479,-0.01575813432461757,0.0,0.0,0.14377898919713789
1.0,3600.0,0.9999981683689133,0.0,-0.12326476485803944,0.0,0.0,0.022438149038596256,0.0,0.14191623257448646,-0.4109909286047943,0.0,-3.686348804038049,0.0,-0.8824817077659688,3.1032933053317926,0.0,-0.10800716146000201,-0.016294059867540428,0.0,0.0,0.13978532468636806
1.0,3700.0,0.9999980942483812,0.0,-0.11896320210526912,0.0,0.0,0.025924544898782743,0.0,0.16222485867732733,-0.42656149994008286,0.0,-3.681557210123799,0.0,-0.8781169636757242,3.1248573436164384,0.0,-0.11202806319657095,-0.016812421219823927,0.0,0.0,0.1360075332350197
1.0,3800.0,0.999998018377304,0.0,-0.11487757232364439,0.0,0.0,0.029393189767741464,0.0,0.18237487999664434,-0.44165192112123974,0.0,-3.676633048861931,0.0,-0.87388766414889,3.1454475902751455,0.0,-0.11592429561413617,-0.017313883939127594,0.0,0.0,0.13242857221994042
1.0,3900.0,0.99999794118646,0.0,-0.11099191491179769,0.0,0.0,0.032836789856072725,0.0,0.20232566746524458,-0.45627829030603945,0.0,-3.6716094179229533,0.0,-0.8697891857945762,3.165127978198368,0.0,-0.1197001042320416,-0.01779910355496448,0.0,0.0,0.12903314698616736
1.0,4000.0,0.9999978630453523,0.0,-0.10729181371310492,0.0,0.0,0.036249313764801734,0.0,0.22204446943046016,-0.4704567285259968,0.0,-3.666514385497135,0.0,-0.8658169127783394,3.183957017738921,0.0,-0.12335972931786468,-0.018268721221110288,0.0,0.0,0.1258074923495236
